Ranking 2022;Año;Ranking 2021;Expediente;Nombre;Tipo;RAMA;CIIU;DETALLE;Region;Provincia;Ciudad;Tamaño;Sector;Cant. Empleados;"Activo
2022";"Patrimonio
2022";"Ingreso por ventas
2022";"Utilidad antes del impuesto
2022";"Utilidad del ejercicio
2022";"Utilidad neta
2022";"IR causado
2022";"Ingreso Total
2022";;
928;2022;1144;310786;INMOBILIARIA INSELESA INMOINSELESA S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;2;25818391,36;13394026,35;1100654,71;0;27365,42;27365,42;0;1102333,51;;
929;2022;918;64485;ORIENFLUVIAL S.A.;ANÓNIMA;M;M7110.11;ACTIVIDADES DE ASESORAMIENTO TÉCNICO DE ARQUITECTURA EN DISEÑO DE EDIFICIOS Y DIBUJO DE PLANOS DE CONSTRUCCIÓN.;ORIENTE;ORELLANA                                          ;LA JOYA DE LOS SACHAS                             ;GRANDE;SOCIETARIO;292;25794782,36;17726665,29;17788111,32;0;1967444,07;741738,79;930588,67;20273474,86;;
930;2022;808;90998;MISSIONPETROLEUM S.A;ANÓNIMA;C;C3312.12;SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA PARA LA MINERÍA, LA CONSTRUCCIÓN Y LA EXTRACCIÓN DE PETRÓLEO Y GAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;233;25765839,74;16081642,31;16281222,04;-98895,66;-98895,66;-98895,66;0;16383831,93;;
931;2022;1402;19493;CAMARONES Y LANGOSTINOS DEL MAR CALADEMAR SA;ANÓNIMA;A;A0311.01;ACTIVIDADES DE PESCA DE ALTURA Y COSTERA: EXTRACCIÓN DE PECES, CRUSTÁCEOS Y MOLUSCOS MARINOS, TORTUGAS, ERIZOS DE MAR, ASCIDIAS Y OTROS TUNICADOS, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;213;25753677,13;-146044,17;20273034,43;0;-2222343,09;-2076042,89;0;20286813,76;;
932;2022;771;48641;MEDICINA PARA EL ECUADOR MEDIECUADOR-HUMANA S.A.;ANÓNIMA;K;K6512.02;SERVICIOS DE SEGURO DE MEDICINA PRE PAGADA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;440;25704107,29;9636441,04;89710654,03;493476,38;2500973,11;2007496,73;417448,52;94577777,82;;
933;2022;936;166362;INMOPICA - INMUEBLES PICA S.A.;ANÓNIMA;L;L6820.03;ADMINISTRACIÓN DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;4;25677637,15;22358480,74;2672545,29;1081024,66;1081024,66;768579,57;378693,13;2691918,46;;
934;2022;1166;740858;HOLDING-COMREIVIC S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;2;25552533,16;5719607,65;5713908,17;0;5706085,65;5706085,65;0;5713908,17;;
935;2022;0;741812;PROMOSUBA S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;MICROEMPRESA;SOCIETARIO;1;25461325,6;800;0;0;0;0;0;0;;
936;2022;1008;48972;OLEODAVILA S.A.;ANÓNIMA;A;A0111.39;OTROS CULTIVOS DE SEMILLAS OLEAGINOSAS: SEMILLAS DE RICINO, SEMILLAS DE LINAZA, SEMILLAS DE MOSTAZA, SEMILLAS DE GIRASOL,  SEMILLAS DE AJONJOLÍ (SÉSAMO), SEMILLAS DE COLZA, SEMILLAS DE CÁRTAMO, SEMILLAS DE NÍGER, ETCÉTERA.;COSTA;MANABI                                            ;EL CARMEN                                         ;GRANDE;SOCIETARIO;85;25456244,06;11192657,5;46326377,81;0;-924088,07;-924088,07;0;49277453,1;;
937;2022;957;730713;HOLDING MODERNA-ALLIENCES S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MICROEMPRESA;SOCIETARIO;4;25405858,86;25352344,68;0;0;0;2676472;0;0;;
938;2022;983;82461;ANDIPUERTO GUAYAQUIL S.A.;ANÓNIMA;H;H5222.00;ACTIVIDADES RELACIONADAS CON EL TRANSPORTE ACUÁTICO DE PASAJEROS, ANIMALES O CARGA: EXPLOTACIÓN DE INSTALACIONES TERMINALES, COMO PUERTOS Y MALECONES, EXPLOTACIÓN DE EXCLUSAS DE VÍAS DE NAVEGACIÓN INTERIORES, ETCÉTERA, ACTIVIDADES DE NAVEGACIÓN, PRACTICAJE Y ATRACADA, ACTIVIDADES DE GABARRAJE Y SALVAMENTO, INCLUYE ACTIVIDADES DE FAROS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;135;25376645,91;20136922,1;24830387,09;6978649,48;8305928,87;5101010,96;1914158,09;24830387,09;;
939;2022;873;178438;LATAMFIBERHOME CABLE C. LTDA.;RESPONSABILIDAD LIMITADA;C;C2731.01;FABRICACIÓN DE CABLES DE FIBRA ÓPTICA PARA LA TRANSMISIÓN DE DATOS O LA TRANSMISIÓN DE IMÁGENES EN DIRECTO.;COSTA;GUAYAS                                            ;ELOY ALFARO (DURAN)                               ;GRANDE;SOCIETARIO;78;25366637,49;21282120,46;26451238,93;4084474,19;4805263,75;2923612,8;1160861,4;26487583,78;;
940;2022;1611;59586;LABIZA S.A.;ANÓNIMA;C;C1061.12;MOLIENDA O PILADO DE ARROZ: PRODUCCIÓN DE ARROZ DESCASCARILLADO, BLANQUEADO, PULIDO, SEMICOCIDO, HARINA DE ARROZ.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;MERCADO DE VALORES;100;25358952,6;15035043,58;11400209,73;171630,43;201918,15;115724,7;55905,73;11400209,73;;
941;2022;938;92158;FATOSLA C.A;ANÓNIMA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;3;25343357,76;13360586,99;18916119,75;1807549,16;2126528,42;1436075,64;376194,76;20746755,27;;
942;2022;1079;32771;TECNOVOLADURAS S.A.;ANÓNIMA;F;F4312.05;PREPARACIÓN DE TERRENOS PARA ACTIVIDADES DE EXPLOTACIÓN DE MINAS Y CANTERAS: REMOCIÓN DEL ESTÉRIL (DESTAPE DE MINAS) Y ACTIVIDADES DE OTRO TIPO PARA PREPARAR Y APROVECHAR TERRENOS Y PROPIEDADES MINEROS, EXCEPTO YACIMIENTOS DE PETRÓLEO Y GAS.;COSTA;GUAYAS                                            ;DAULE                                             ;GRANDE;SOCIETARIO;72;25319224,72;8660120,25;33842356,38;8083998,89;9510586,93;5831221,32;2252777,57;33935993,8;;
943;2022;863;24069;MUEBLES EL BOSQUE S.A.;ANÓNIMA;C;C3100.01;FABRICACIÓN DE MUEBLES DE MADERA Y SUS PARTES: PARA EL HOGAR, OFICINAS, TALLERES, HOTELES, RESTAURANTES, IGLESIAS, ESCUELAS, MUEBLES ESPECIALES PARA LOCALES COMERCIALES, MUEBLES PARA MÁQUINAS DE COSER, TELEVISIONES, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;203;25289294,21;9867866,04;23745006,62;-91150,82;5973,09;-96227,95;101305,08;24478037,21;;
944;2022;5841;66084;MARVENTURA DE TURISMO CIA. LTDA.;RESPONSABILIDAD LIMITADA;H;H5110.02;VUELOS PANORÁMICOS Y TURÍSTICOS INCLUYE ACTIVIDADES GENERALES DE AVIACIÓN, COMO: TRANSPORTE DE PASAJEROS POR CLUBES AÉREOS CON FINES DE INSTRUCCIÓN O DE RECREO.;GALAPAGOS;GALAPAGOS                                         ;PUERTO AYORA                                      ;GRANDE;SOCIETARIO;6;25271397,25;-3366779,04;9397524,68;-1511386,91;-1511386,91;-1482435,32;0;9400438,15;;
945;2022;2110;321013;LADERCORPORATION S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;205;25268320,18;1254387,2;66541735,35;0;1017200,17;641856,57;222763,58;66551449,62;;
946;2022;1072;101810;SUAZIONI S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;GRANDE;SOCIETARIO;3;25254496,58;11783219,3;6420536,79;4987354,48;4987354,48;4987354,48;0;6420536,79;;
947;2022;908;165102;ZARPECA S.A.;ANÓNIMA;G;G4610.01;INTERMEDIARIOS DEL COMERCIO DE MATERIAS PRIMAS AGRARIAS, ANIMALES VIVOS, MATERIAS PRIMAS TEXTILES Y PRODUCTOS SEMIELABORADOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;37;25180808,58;4675749,68;2473175,08;-209551,23;-209551,23;-206552,08;0;2475511,16;;
948;2022;964;10560;TELEVISORA NACIONAL COMPANIA ANONIMA TELENACIONAL CA;ANÓNIMA;J;J6020.02;ACTIVIDADES DE TRANSMISIÓN DE DATOS INTEGRADOS CON EMISIONES DE TELEVISIÓN.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;157;25175171,17;13819713,43;0;0;0;2085159,41;0;0;;
949;2022;748;151483;PLAN AUTOMOTOR ECUATORIANO S.A. PLANAUTOMOTOR;ANÓNIMA;M;M7020.04;PRESTACIÓN DE ASESORAMIENTO Y AYUDA A LAS EMPRESAS Y LAS ADMINISTRACIONES PÚBLICAS EN MATERIA DE PLANIFICACIÓN, ORGANIZACIÓN, EFICIENCIA Y CONTROL, INFORMACIÓN ADMINISTRATIVA, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;276;25072583,09;8785992,8;17563846,36;215464,83;253488,04;-257169,24;515873,29;17563846,36;;
950;2022;84960;740148;SOLUCIONES GLOBALES DE VIVIENDA GLOBALVIVIENDA S.A.;ANÓNIMA;C;C2220.22;"FABRICACIÓN DE CUBRIMIENTOS PLÁSTICOS PARA PISOS, PAREDES O TECHOS EN ROLLOS O EN FORMA DE LOSETAS, DOMOS, PIEDRA ARTIFICIAL (MÁRMOL ARTIFICIAL); CUBRIMIENTOS DE PISOS RESISTENTES, COMO VINILO, LINÓLEO, ETCÉTERA.";COSTA;MANABI                                            ;JARAMIJÓ                                          ;MICROEMPRESA;SOCIETARIO;2;25018078,97;3864918,96;0;0;0;0;0;0;;
951;2022;953;53195;CONFECCIONES RECREATIVAS FIBRAN CIA. LTDA.;RESPONSABILIDAD LIMITADA;C;C1410.02;FABRICACIÓN DE PRENDAS DE VESTIR DE TELAS TEJIDAS, DE PUNTO Y GANCHILLO, DE TELAS NO TEJIDAS, ENTRE OTRAS, PARA HOMBRES, MUJERES, NIÑOS Y BEBES: ABRIGOS, TRAJES, CONJUNTOS, CHAQUETAS, PANTALONES, FALDAS, CALENTADORES, TRAJES DE BAÑO, ROPA DE ESQUÍ, UNIFORMES, CAMISAS, CAMISETAS, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;901;24993597,03;5892648,94;27310074,74;751987,78;884691,51;690714,71;270441,41;27310274,74;;
952;2022;865;46551;ANDUJAR S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;SIERRA;AZUAY                                             ;CUENCA                                            ;PEQUEÑA;SOCIETARIO;2;24988621,44;24761269,09;551276,65;415556,31;415556,31;393625,5;21930,81;551276,65;;
953;2022;801;46189;PF GROUP S.A.;ANÓNIMA;C;C2930.09;FABRICACIÓN DE OTRAS PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES: FRENOS, CAJAS DE CAMBIOS, EJES, AROS DE RUEDAS, AMORTIGUADORES, RADIADORES, SILENCIADORES, TUBOS DE ESCAPE, CATALIZADORES, EMBRAGUES, VOLANTES, COLUMNAS Y CAJAS DE DIRECCIÓN, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;MERCADO DE VALORES;106;24926780,66;6635898,61;16575253,97;-1539171,85;-1539171,85;-1532150,26;0;16808898,15;;
954;2022;815;3254;CEPSA S.A.;ANÓNIMA;G;G4661.03;VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;MERCADO DE VALORES;152;24873450,53;12196690,18;29671128,07;-1912487,4;-1407557,11;-1629793,7;0;30176058,36;;
955;2022;926;103447;CASAPLAN - MOTORPLAN S.A.;ANÓNIMA;L;L6820.02;INTERMEDIACIÓN EN LA COMPRA, VENTA Y ALQUILER DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;119;24865251;857118;0;0;0;568055;230069;0;;
956;2022;4254;182489;PARQUES LOGISTICOS EFFITEK S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;H;H5210.00;ACTIVIDADES DE ALMACENAMIENTO Y DEPÓSITO PARA TODO TIPO DE PRODUCTOS: EXPLOTACIÓN DE SILOS DE GRANOS, ALMACENES PARA MERCANCÍAS DIVERSAS, CÁMARAS FRIGORÍFICAS, TANQUES DE ALMACENAMIENTO, ETCÉTERA. INCLUYE LA CONGELACIÓN POR CORRIENTE DE AIRE, ALMACENAMIENTO DE PRODUCTOS EN ZONAS FRANCAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MICROEMPRESA;SOCIETARIO;2;24831549,21;12073218,65;0;-186857,95;-186857,95;-186857,95;0;36350,02;;
957;2022;2225;46733;HOLDING NALON S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;2;24795978,4;20756820,33;16022003,91;0;15242545,27;15206883,14;35662,13;16022003,91;;
958;2022;927;157794;MILLENIUM S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;31;24783839,4;549730,2;5868761,86;267274,79;314440,93;137441,64;132095,15;5902775,82;;
959;2022;848;47117;N&CO-ECUADOR S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;G;G4772.05;VENTA AL POR MENOR DE PERFUMES, ARTÍCULOS COSMÉTICOS Y DE USO PERSONAL EN ESTABLECIMIENTOS ESPECIALIZADOS (PAÑALES).;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;256;24780712,66;3158778,08;58893531,37;1447098,53;1702468,86;482419,97;504588,54;64934651,13;;
960;2022;955;13402;BEBELANDIA S.A.;ANÓNIMA;G;G4649.99;VENTA AL POR MAYOR DE OTROS ARTÍCULOS DE USO DOMESTICO: JUEGOS Y JUGUETES, INSTRUMENTOS MUSICALES Y PARTITURAS, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;173;24774236,69;20915173,08;18169215,56;767359,3;902775,65;488899,6;307723,17;18320865,79;;
961;2022;1076;3970;NORLOP THOMPSON ASOCIADOS S.A.;ANÓNIMA;M;M7310.04;REALIZACIÓN DE CAMPAÑAS DE COMERCIALIZACIÓN Y OTROS SERVICIOS DE PUBLICIDAD DIRIGIDOS A ATRAER Y RETENER CLIENTES: PROMOCIÓN DE PRODUCTOS, COMERCIALIZACIÓN EN EL PUNTO DE VENTA, PUBLICIDAD DIRECTA POR CORREO Y ASESORAMIENTO EN MARKETING, CREACIÓN DE STANDS, OTRAS ESTRUCTURAS Y LUGARES DE EXHIBICIÓN, DISTRIBUCIÓN O ENTREGA DE MATERIALES O MUESTRAS DE PUBLICIDAD.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;140;24770874,31;8886141,07;47460733,36;2264058,2;2498632,12;1883320,68;390050,52;50072421,37;;
962;2022;919;34285;MANTAORO HOTELERA MANTA S.A.;ANÓNIMA;I;I5510.01;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS.;COSTA;MANABI                                            ;MANTA                                             ;GRANDE;SOCIETARIO;73;24763749,58;18384934,94;6436617,47;918834,74;1080982,05;819437,12;107213,56;6592815,35;;
963;2022;861;64500;CORPORACION GRUPO FYBECA S.A. GPF;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;SIERRA;PICHINCHA                                         ;SANGOLQUÍ                                         ;MICROEMPRESA;SOCIETARIO;3;24752685;21643475;0;-2156610;-2156610;-2156610;0;0;;
964;2022;1335;121932;CITIKOLD S.A.;ANÓNIMA;H;H5224.00;CARGA Y DESCARGA DE MERCANCÍAS Y EQUIPAJE, INDEPENDIENTEMENTE DEL MODO DE TRANSPORTE UTILIZADO, ESTIBA Y DESESTIBA, INCLUYE CARGA Y DESCARGA DE VAGONES FERROVIARIOS DE CARGA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;53;24727247,96;3834774,16;15169168,75;3392024,12;3990616,61;2437087,94;954936,18;15318762,26;;
965;2022;1098;156717;TIGRE ECUADOR S.A. ECUATIGRE;ANÓNIMA;G;G4663.13;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN: PIEDRA, ARENA, GRAVA, CEMENTO, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;101;24658745,81;16620733,99;22774840,37;-1259173,98;-1166650,71;-1414994,23;144430,9;22867363,64;;
966;2022;1113;153454;TERRAFERTIL S.A.;ANÓNIMA;G;G4630.11;VENTA AL POR MAYOR DE BANANO Y PLÁTANO.;SIERRA;PICHINCHA                                         ;TABACUNDO                                         ;GRANDE;SOCIETARIO;407;24639069,8;13325066,21;31456878,37;0;2647257,81;2139064,18;1363566,59;31716616,04;;
967;2022;935;704095;ECUANERGIA S.A.;ANÓNIMA;K;K6612.02;OPERACIONES EN LOS MERCADOS FINANCIEROS POR CUENTA AJENA (POR EJEMPLO, CORREDURÍA DE BOLSA) Y ACTIVIDADES CONEXAS. INCLUYE CORRETAJE DE CONTRATOS DE PRODUCTOS BÁSICOS Y CORRETAJE DE VALORES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;1;24565838,78;8224149,05;5650034,16;5443579,61;5443579,61;5443214,23;730,76;5650034,16;;
968;2022;943;732358;ASESORIA TOTAL ASETOTAL S.A.;ANÓNIMA;M;M7020.04;PRESTACIÓN DE ASESORAMIENTO Y AYUDA A LAS EMPRESAS Y LAS ADMINISTRACIONES PÚBLICAS EN MATERIA DE PLANIFICACIÓN, ORGANIZACIÓN, EFICIENCIA Y CONTROL, INFORMACIÓN ADMINISTRATIVA, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MICROEMPRESA;SOCIETARIO;2;24561461,56;24532056,3;0;0;-22882,26;-22942,26;60;0;;
969;2022;881;134364;TRACTOMAQ S.A.;ANÓNIMA;G;G4659.22;"VENTA AL POR MAYOR DE MAQUINARÍA PARA LA MINERÍA Y CONSTRUCCIÓN; INCLUYE PARTES Y PIEZAS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;2;24550394,68;2707241,66;17784834,7;0;883422,64;100780,4;0;18203849,34;;
970;2022;977;8782;HOTEL ORO VERDE S.A. HOTVER;ANÓNIMA;I;I5510.01;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;195;24445967,13;19248284,96;10979453,01;1088259,21;1280304,95;1127863,21;0;11167184,51;;
971;2022;1004;99821;BRESSON S.A.;ANÓNIMA;A;A0122.02;CULTIVO DE MANGOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;648;24406004,99;3437032,99;13194005,47;151389,63;178105,45;58934,87;71741,27;13194005,47;;
972;2022;970;105678;PROMOPESCA S.A.;ANÓNIMA;C;C1010.21;PREPARACIÓN Y CONSERVACIÓN DE CARNE MEDIANTE: DESECACIÓN, SALADURA, AHUMADO, ENLATADO.;COSTA;MANABI                                            ;MANTA                                             ;GRANDE;SOCIETARIO;466;24366101,91;2505594,77;31814338,05;0;-90369,37;-284553,47;0;32008522,15;;
